Yaw,Pitch,Roll,Pressure,Altitude
107.79,18.38,157.91,101334,0.0
107.83,18.38,157.83,101331,0.249744702539
107.82,18.4,157.88,101337,-0.249738715887
107.84,18.41,157.82,101337,-0.249738715887
107.85,18.39,157.82,101331,0.249744702539
107.87,18.41,157.88,101334,0.0
107.87,18.43,157.98,101331,0.249744702539
107.88,18.42,157.95,101328,0.49949539205
107.91,18.42,157.96,101325,0.749252068853
107.93,18.42,157.87,101343,-0.74919818898
107.94,18.45,157.97,101322,0.999014733268
107.94,18.45,158.04,101331,0.249744702539
107.94,18.45,158.11,101331,0.249744702539
107.96,18.46,158.16,101334,0.0
107.94,18.5,158.21,101316,1.49855802623
107.95,18.48,158.16,101334,0.0
107.95,18.47,158.1,101325,0.749252068853
107.96,18.45,158.0,101328,0.49949539205
107.98,18.43,157.92,101337,-0.249738715887
107.99,18.45,158.0,101331,0.249744702539
108.01,18.45,158.0,101340,-0.499471445442
108.0,18.46,158.09,101331,0.249744702539
107.99,18.49,158.09,101331,0.249744702539
108.0,18.48,158.18,101337,-0.249738715887
107.99,18.49,158.25,101340,-0.499471445442
107.98,18.5,158.31,101337,-0.249738715887
107.97,18.51,158.28,101322,0.999014733268
107.99,18.5,158.28,101328,0.49949539205
107.98,18.51,158.31,101328,0.49949539205
107.98,18.53,158.42,101331,0.249744702539
107.99,18.53,158.43,101331,0.249744702539
107.98,18.53,158.42,101340,-0.499471445442
107.96,18.52,158.4,101331,0.249744702539
107.96,18.52,158.42,101337,-0.249738715887
107.96,18.55,158.43,101343,-0.74919818898
107.98,18.53,158.36,101340,-0.499471445442
107.97,18.54,158.29,101343,-0.74919818898
107.98,18.51,158.23,101340,-0.499471445442
108.02,18.48,158.17,101345,-0.915679359279
108.02,18.53,158.27,101334,0.0
108.05,18.49,158.18,101337,-0.249738715887
108.03,18.48,158.1,101343,-0.74919818898
108.02,18.49,158.15,101334,0.0
108.03,18.47,158.19,101343,-0.74919818898
108.04,18.48,158.11,101337,-0.249738715887
108.08,18.45,158.09,101328,0.49949539205
108.12,18.49,158.15,101334,0.0
108.13,18.53,158.19,101331,0.249744702539
108.12,18.54,158.26,101322,0.999014733268
108.12,18.53,158.28,101340,-0.499471445442
108.1,18.57,158.34,101337,-0.249738715887
108.08,18.59,158.39,101331,0.249744702539
108.12,18.57,158.4,101340,-0.499471445442
108.13,18.53,158.32,101337,-0.249738715887
108.13,18.52,158.4,101328,0.49949539205
108.13,18.53,158.45,101337,-0.249738715887
108.13,18.54,158.35,101334,0.0
108.12,18.54,158.37,101322,0.999014733268
108.15,18.54,158.31,101334,0.0
108.16,18.53,158.22,101331,0.249744702539
108.16,18.51,158.24,101331,0.249744702539
108.16,18.47,158.15,101337,-0.249738715887
108.18,18.47,158.11,101328,0.49949539205
108.18,18.48,158.15,101337,-0.249738715887
108.17,18.47,158.08,101340,-0.499471445442
108.17,18.46,158.02,101337,-0.249738715887
108.18,18.45,157.94,101343,-0.74919818898
108.21,18.44,157.86,101328,0.49949539205
108.2,18.5,157.92,101334,0.0
108.19,18.53,158.0,101325,0.749252068853
108.19,18.52,157.96,101337,-0.249738715887
108.17,18.56,158.05,101322,0.999014733268
108.17,18.51,158.08,101331,0.249744702539
108.2,18.53,158.09,101331,0.249744702539
108.2,18.55,158.14,101328,0.49949539205
108.22,18.56,158.25,101334,0.0
108.21,18.55,158.25,101328,0.49949539205
108.24,18.52,158.15,101334,0.0
108.27,18.48,158.09,101334,0.0
108.29,18.46,158.02,101322,0.999014733268
108.3,18.45,157.95,101328,0.49949539205
108.3,18.49,157.99,101331,0.249744702539
108.31,18.46,157.92,101334,0.0
108.3,18.48,157.98,101331,0.249744702539
108.3,18.5,158.02,101337,-0.249738715887
108.28,18.51,158.06,101334,0.0
108.27,18.52,158.09,101328,0.49949539205
108.25,18.53,158.16,101328,0.49949539205
108.24,18.54,158.23,101328,0.49949539205
108.22,18.54,158.26,101337,-0.249738715887
108.22,18.55,158.22,101334,0.0
108.21,18.59,158.29,101325,0.749252068853
108.23,18.58,158.21,101331,0.249744702539
108.23,18.59,158.35,101334,0.0
108.22,18.62,158.42,101340,-0.499471445442
108.22,18.63,158.39,101340,-0.499471445442
108.23,18.61,158.37,101340,-0.499471445442
108.24,18.63,158.32,101334,0.0
108.25,18.59,158.27,101334,0.0
108.26,18.57,158.2,101334,0.0
108.26,18.58,158.21,101337,-0.249738715887
108.25,18.61,158.21,101334,0.0
108.24,18.62,158.27,101334,0.0
108.23,18.65,158.28,101337,-0.249738715887
108.25,18.61,158.21,101337,-0.249738715887
108.23,18.64,158.25,101319,1.24878
